parent_strain	strain	parent_country	country	date	dist	desc_count	total_proportion	country_proportion
Luxembourg/Lux1/2020_travel_history	Luxembourg/Lux1/2020	Italy	Luxembourg	2020.165300546448	0.0	1.0	0.0001287664177182591	0.08333333333333333
NODE_0001359	Luxembourg/LNS0000001/2020	Italy	Luxembourg	2020.165300546448	0.0	2.0	0.0002575328354365182	0.08333333333333333
NODE_0001361	NODE_0001362	Belgium	Italy	2020.1543715846994	0.007920769558268148	4.0	0.0005150656708730364	0.01639344262295082
NODE_0001485	NODE_0001769	United Kingdom	Japan	2020.1800758020545	0.005308789942773728	5025.0	0.6470512490342518	0.7142857142857143
NODE_0001833	Mexico/Puebla-InDRE_05/2020	Spain	Mexico	2020.1953551912568	0.005860375689053399	2.0	0.0002575328354365182	0.2
NODE_0001390	NODE_0001391	Austria	Belgium	2020.1762295081967	0.006092728226803956	98.0	0.01261910893638939	0.01834862385321101
NODE_0001397	NODE_0001398	Brazil	Italy	2020.1789617486338	0.024309080704597363	9.0	0.0011588977594643318	0.01639344262295082
NODE_0001398	Argentina/PAIS_A012/2020	Spain	Argentina	2020.2527322404371	0.05233756726465799	3.0	0.00038629925315477725	0.1
Argentina/PAIS_A015/2020_travel_history	Argentina/PAIS_A015/2020	Israel	Argentina	2020.2527322404371	0.0	1.0	0.0001287664177182591	0.05
NODE_0001397	NODE_0001399	Italy	China	2020.2062841530055	0.016536790736154217	9.0	0.0011588977594643318	0.005208333333333333
NODE_0001858	NODE_0001865	United Kingdom	Hungary	2020.1977188922378	0.030173341266390707	14.0	0.0018027298480556271	0.125
NODE_0001858	NODE_0001404	Israel	China	2020.189749200238	0.002768163684550018	14.0	0.0018027298480556271	0.005208333333333333
NODE_0001408	NODE_0001409	Israel	Belgium	2020.0176332752098	0.01134143980425506	61.0	0.007854751480813804	0.009174311926605505
NODE_0001419	Finland/14M77/2020	USA	Finland	2020.2035519125682	0.019980892862122346	2.0	0.0002575328354365182	0.07142857142857142
NODE_0001420	NODE_0001426	Belgium	Portugal	2020.1722937146696	0.008710105765658227	37.0	0.004764357455575586	0.25
NODE_0001428	Argentina/PAIS_A009/2020_travel_history	Spain	Brazil	2020.25	0.020865564508540047	3.0	0.00038629925315477725	0.027777777777777776
Argentina/PAIS_A009/2020_travel_history	Argentina/PAIS_A009/2020	Brazil	Argentina	2020.25	0.0	1.0	0.0001287664177182591	0.05
NODE_0001428	Russia/Omsk-89001/2020	Spain	Russia	2020.2527322404371	0.023597804945666212	3.0	0.00038629925315477725	0.013157894736842105
Argentina/PAIS_A013/2020_travel_history	Argentina/PAIS_A013/2020	Spain	Argentina	2020.2527322404371	0.0	1.0	0.0001287664177182591	0.05
NODE_0001432	Austria/CeMM0020/2020	Hungary	Austria	2020.2254098360656	0.0	2.0	0.0002575328354365182	0.023255813953488372
NODE_0001435	Argentina/PAIS_A007/2020	Spain	Argentina	2020.2472677595629	0.01894894084352927	2.0	0.0002575328354365182	0.05
NODE_0001436	Turkey/HSGM-8970/2020_travel_history	Hungary	Saudi Arabia	2020.2254098360656	0.0	3.0	0.00038629925315477725	0.02702702702702703
Turkey/HSGM-8970/2020_travel_history	Turkey/HSGM-8970/2020	Saudi Arabia	Turkey	2020.2254098360656	0.0	1.0	0.0001287664177182591	0.03571428571428571
Taiwan/NTU16/2020_travel_history	Taiwan/NTU16/2020	Portugal	Taiwan	2020.217213114754	0.0	1.0	0.0001287664177182591	0.05555555555555555
NODE_0001891	NODE_0001920	United Kingdom	Russia	2020.162525554674	0.017543281264352117	50.0	0.006438320885912954	0.013157894736842105
NODE_0001891	NODE_0001445	Italy	Chile	2020.1563833783664	0.0010813737430908077	50.0	0.006438320885912954	0.16216216216216217
NODE_0001451	Austria/CeMM0008/2020	Spain	Austria	2020.1926229508197	0.01571198090891812	12.0	0.001545197012619109	0.023255813953488372
NODE_0001465	NODE_0001467	Brazil	Chile	2020.1902663711887	0.01626287771046009	6.0	0.0007725985063095545	0.02702702702702703
NODE_0001469	NODE_0001471	Italy	Denmark	2020.230430649052	0.006827686105225439	14.0	0.0018027298480556271	0.09090909090909091
Panama/328677/2020_travel_history	Panama/328677/2020	Spain	Panama	2020.181693989071	0.0	1.0	0.0001287664177182591	1.0
NODE_0001482	NODE_0001491	India	Poland	2020.225639007625	0.007456691279230654	77.0	0.009915014164305949	0.09090909090909091
NODE_0001492	NODE_0001493	Ireland	Senegal	2020.1734198104705	0.00804930177150709	22.0	0.0028328611898017	0.07692307692307693
NODE_0001492	NODE_0001494	Russia	Argentina	2020.195036977045	0.000811010404049739	22.0	0.0028328611898017	0.05
NODE_0001849	NODE_0001496	Argentina	Russia	2020.2090163934427	0.007802737073461685	15.0	0.0019314962657738862	0.02631578947368421
NODE_0001496	NODE_0001501	Italy	United Kingdom	2020.1812551617422	0.007947693957476076	12.0	0.001545197012619109	0.011235955056179775
NODE_0001504	NODE_0001505	USA	Australia	2020.2304121846016	0.007996045300615151	38.0	0.004893123873293845	0.02127659574468085
NODE_0001509	NODE_0001511	United Kingdom	Democratic Republic of the Congo	2020.208803534454	0.021414921763380335	14.0	0.0018027298480556271	0.15384615384615385
NODE_0001512	NODE_0001514	Democratic Republic of the Congo	Argentina	2020.2373205968968	0.01258187513417397	10.0	0.0012876641771825909	0.05
NODE_0001508	NODE_0001520	USA	Taiwan	2020.2172008154496	0.008252501404740542	30.0	0.0038629925315477724	0.05555555555555555
NODE_0001524	Georgia/Tb-712/2020	Spain	Georgia	2020.2090163934427	0.0	2.0	0.0002575328354365182	0.16666666666666666
NODE_0001527	Argentina/PAIS_A008/2020	United Kingdom	Argentina	2020.2472677595629	0.01958781539838128	2.0	0.0002575328354365182	0.05
Nigeria/Lagos01/2020_travel_history	Nigeria/Lagos01/2020	Italy	Nigeria	2020.1598360655737	0.0	1.0	0.0001287664177182591	1.0
NODE_0001921	Gambia/GC19-015/2020	Chile	Gambia	2020.2117486338798	0.13167023876212625	1351.0	0.17396343033736802	0.3333333333333333
NODE_0001921	Thailand/TNIC-1889/2020_travel_history	Belgium	Italy	2020.1734972677596	0.09341887264190518	1351.0	0.17396343033736802	0.36065573770491804
Thailand/TNIC-1889/2020_travel_history	Thailand/TNIC-1889/2020	Italy	Thailand	2020.1734972677596	0.0	1.0	0.0001287664177182591	0.034482758620689655
Netherlands/Delft_1363424/2020_travel_history	Netherlands/Delft_1363424/2020	Italy	Netherlands	2020.1625683060108	0.0	1.0	0.0001287664177182591	0.012987012987012988
Austria/CeMM0003/2020_travel_history	Austria/CeMM0003/2020	Italy	Austria	2020.1571038251366	0.0	1.0	0.0001287664177182591	0.023255813953488372
Argentina/PAIS_A005/2020_travel_history	Argentina/PAIS_A005/2020	Mexico	Argentina	2020.2390710382513	0.0	1.0	0.0001287664177182591	0.05
NODE_0002128	NODE_0001548	Switzerland	USA	2020.176115304079	0.01093399374872206	4.0	0.0005150656708730364	0.0019646365422396855
Brazil/SPBR-12/2020_travel_history	Brazil/SPBR-12/2020	USA	Brazil	2020.1762295081967	0.0	1.0	0.0001287664177182591	0.027777777777777776
Germany/Baden-Wuerttemberg-1/2020_travel_history	Germany/Baden-Wuerttemberg-1/2020	Italy	Germany	2020.1543715846994	0.0	1.0	0.0001287664177182591	0.02564102564102564
NODE_0002441	Switzerland/SZ1417/2020	Belgium	Switzerland	2020.1707650273224	0.0384994347623433	8.0	0.0010301313417460727	0.020833333333333332
Turkey/HSGM-8990/2020_travel_history	Turkey/HSGM-8990/2020	Saudi Arabia	Turkey	2020.2254098360656	0.0	1.0	0.0001287664177182591	0.03571428571428571
NODE_0001921	NODE_0002219	Spain	United Kingdom	2020.2304121846016	0.008198841986541083	1351.0	0.17396343033736802	0.398876404494382
NODE_0002292	NODE_0001568	Switzerland	Brazil	2020.1762295081967	0.0038461535509668465	9.0	0.0011588977594643318	0.08333333333333333
Brazil/SPBR-14/2020_travel_history	Brazil/SPBR-14/2020	Italy	Brazil	2020.1789617486338	0.0	1.0	0.0001287664177182591	0.027777777777777776
NODE_0002086	Belgium/RGE-0325122/2020	United Kingdom	Belgium	2020.233606557377	0.08392614931040043	8.0	0.0010301313417460727	0.0045871559633027525
NODE_0001573	NODE_0001576	USA	Canada	2020.1811533275572	0.01923249671835947	6.0	0.0007725985063095545	0.02127659574468085
NODE_0002374	Netherlands/Friesland_7/2020	Canada	Netherlands	2020.2418032786884	0.04644808743159956	2.0	0.0002575328354365182	0.012987012987012988
NODE_0002116	NODE_0002120	USA	United Kingdom	2020.200819672131	0.029326532488994417	13.0	0.001673963430337368	0.011235955056179775
NODE_0002161	Ghana/1565_S13/2020	Latvia	Ghana	2020.23087431694	0.09860870983106906	16.0	0.0020602626834921455	0.1
NODE_0001600	Brazil/DFBR-0001/2020	Switzerland	Brazil	2020.200819672131	0.0	2.0	0.0002575328354365182	0.027777777777777776
NODE_0001609	NODE_0001610	Israel	United Kingdom	2020.1991228656227	0.021428695843951573	7.0	0.0009013649240278136	0.0056179775280898875
NODE_0002451	NODE_0001615	USA	Democratic Republic of the Congo	2020.211330815737	0.017964032427926213	6.0	0.0007725985063095545	0.07692307692307693
NODE_0002449	NODE_0002454	France	Israel	2020.2100712195638	0.06206651375896399	68.0	0.008756116404841618	0.06818181818181818
NODE_0002459	NODE_0001623	Italy	USA	2020.1953551912568	0.0045991092335953	10.0	0.0012876641771825909	0.003929273084479371
NODE_0002480	Argentina/PAIS_A020/2020	United Kingdom	Argentina	2020.2800546448086	0.05223368983274668	2.0	0.0002575328354365182	0.1
NODE_0002480	Argentina/PAIS_A021/2020	United Kingdom	Argentina	2020.2800546448086	0.05223368983274668	2.0	0.0002575328354365182	0.1
NODE_0002496	Sweden/20-50132/2020	United Kingdom	Sweden	2020.181693989071	0.032165918461942056	83.0	0.010687612670615503	0.017241379310344827
Switzerland/1000477797/2020_travel_history	Switzerland/1000477797/2020	Italy	Switzerland	2020.165300546448	0.0	1.0	0.0001287664177182591	0.020833333333333332
NODE_0001656	NODE_0001657	Belgium	India	2020.2117486338798	0.014039819012396038	4.0	0.0005150656708730364	0.011111111111111112
NODE_0001666	Jordan/SR-043/2020	Canada	Jordan	2020.2117486338798	0.0357643468655624	2.0	0.0002575328354365182	0.07692307692307693
NODE_0001668	NODE_0002540	USA	United Kingdom	2020.1808697955307	0.03280587081712838	8.0	0.0010301313417460727	0.0056179775280898875
NODE_0001677	NODE_0001679	India	Russia	2020.198087431694	0.002653107526157328	16.0	0.0020602626834921455	0.013157894736842105
NODE_0001680	NODE_0001683	Belgium	Netherlands	2020.1697518474464	0.010970233937996454	6.0	0.0007725985063095545	0.012987012987012988
NODE_0002375	NODE_0002393	France	Switzerland	2020.0536204644795	0.02759378833525261	90.0	0.011588977594643318	0.16666666666666666
Switzerland/GE3895/2020_travel_history	Switzerland/GE3895/2020	Italy	Switzerland	2020.1571038251366	0.0	1.0	0.0001287664177182591	0.020833333333333332
NODE_0001987	Luxembourg/LNS7866283/2020	Italy	Luxembourg	2020.198087431694	0.048987254736402974	3.0	0.00038629925315477725	0.08333333333333333
Switzerland/GE9586/2020_travel_history	Switzerland/GE9586/2020	Italy	Switzerland	2020.1598360655737	0.0	1.0	0.0001287664177182591	0.020833333333333332
NODE_0001700	NODE_0001701	USA	Switzerland	2020.1785519588618	0.01294296241212578	5.0	0.0006438320885912954	0.041666666666666664
NODE_0001703	NODE_0001704	USA	France	2020.188325869826	0.007354149880029581	12.0	0.001545197012619109	0.017241379310344827
NODE_0001710	NODE_0001711	Netherlands	Austria	2020.1780134446	0.00199459646159994	6.0	0.0007725985063095545	0.023255813953488372
Finland/FIN03032020C/2020_travel_history	Finland/FIN03032020C/2020	Italy	Finland	2020.1734972677596	0.0	1.0	0.0001287664177182591	0.07142857142857142
NODE_0002614	Finland/FIN-313/2020	Netherlands	Finland	2020.1789617486338	0.03682034526900679	5.0	0.0006438320885912954	0.07142857142857142
NODE_0002606	NODE_0001739	Belgium	Italy	2020.1879974911599	0.024519909852187993	7.0	0.0009013649240278136	0.01639344262295082
NODE_0002645	NODE_0001745	United Kingdom	Latvia	2020.213728022267	0.025444462418590774	7.0	0.0009013649240278136	1.0
NODE_0002551	NODE_0001754	Netherlands	Sweden	2020.1724341407453	-0.0012684605399044813	190.0	0.024465619366469224	0.017241379310344827
NODE_0001754	NODE_0001755	United Kingdom	Portugal	2020.163133809882	0.007792879733642621	122.0	0.015709502961627608	0.16666666666666666
NODE_0001756	NODE_0001757	Belgium	United Kingdom	2020.1800292661853	0.00855579327662781	15.0	0.0019314962657738862	0.011235955056179775
Brazil/SPBR-07/2020_travel_history	Brazil/SPBR-07/2020	Italy	Brazil	2020.1734972677596	0.0	1.0	0.0001287664177182591	0.027777777777777776
Netherlands/Berlicum_1363564/2020_travel_history	Netherlands/Berlicum_1363564/2020	Italy	Netherlands	2020.1516393442623	0.0	1.0	0.0001287664177182591	0.012987012987012988
NODE_0001772	NODE_0001773	Germany	Canada	2020.1975605348182	0.01706628643660224	22.0	0.0028328611898017	0.02127659574468085
NODE_0001782	Russia/Moscow-71605/2020	Austria	Russia	2020.217213114754	8.513797183695715e-06	2.0	0.0002575328354365182	0.013157894736842105
NODE_0001787	Brazil/SPBR-03/2020	Belgium	Brazil	2020.1707650273224	0.0035106300056213513	2.0	0.0002575328354365182	0.027777777777777776
NODE_0001789	NODE_0001790	USA	South Africa	2020.2338378458965	0.016730760953123536	14.0	0.0018027298480556271	0.25
NODE_0001790	NODE_0001791	United Kingdom	Chile	2020.188452152505	-0.00035479112466418883	6.0	0.0007725985063095545	0.02702702702702703
NODE_0001791	Georgia/Tb-273/2020	Belgium	Georgia	2020.1789617486338	0.003748761133692824	2.0	0.0002575328354365182	0.16666666666666666
NODE_0001796	NODE_0001797	Chile	Italy	2020.206379641775	0.008167378776079204	50.0	0.006438320885912954	0.03278688524590164
NODE_0001801	Brazil/SPBR-04/2020_travel_history	Belgium	Italy	2020.1762295081967	0.0	3.0	0.00038629925315477725	0.01639344262295082
Brazil/SPBR-04/2020_travel_history	Brazil/SPBR-04/2020	Italy	Brazil	2020.1762295081967	0.0	1.0	0.0001287664177182591	0.027777777777777776
NODE_0001797	NODE_0001802	Chile	Switzerland	2020.1732938702355	0.008300089483554984	19.0	0.0024465619366469227	0.020833333333333332
NODE_0001804	NODE_0001806	Chile	Spain	2020.2072314400855	0.007795599555265653	6.0	0.0007725985063095545	0.012048192771084338
NODE_0001808	Germany/NRW-011/2020	Netherlands	Germany	2020.1734972677596	0.006222759509910247	2.0	0.0002575328354365182	0.02564102564102564
NODE_0001808	Ireland/Dublin-19072/2020	Belgium	Ireland	2020.1707650273224	0.003490519072784082	2.0	0.0002575328354365182	0.25
NODE_0001807	NODE_0001809	Chile	Spain	2020.1569299488197	0.008397236364089622	29.0	0.0037342261138295133	0.024096385542168676
NODE_0001817	Russia/Moscow-62506/2020	Netherlands	Russia	2020.1953551912568	0.003882112258907	2.0	0.0002575328354365182	0.013157894736842105
NODE_0001819	Australia/QLDID924/2020	Austria	Australia	2020.214480874317	0.02271708485477575	2.0	0.0002575328354365182	0.02127659574468085
NODE_0001820	Russia/Moscow_64405/2020	Italy	Russia	2020.200819672131	0.009160993470004541	2.0	0.0002575328354365182	0.013157894736842105
NODE_0001821	NODE_0001822	United Kingdom	Brazil	2020.173482890501	0.050969608633067764	663.0	0.08537213494720577	0.05555555555555555
Mexico/CDMX-InDRE_01/2020_travel_history	Mexico/CDMX-InDRE_01/2020	Italy	Mexico	2020.1598360655737	0.0	1.0	0.0001287664177182591	0.2
NODE_0001841	Sweden/20-50087/2020	Belgium	Sweden	2020.1789617486338	0.0	2.0	0.0002575328354365182	0.017241379310344827
NODE_0001848	NODE_0002029	United Kingdom	USA	2020.2138835024355	0.023189049866687128	8.0	0.0010301313417460727	0.0019646365422396855
NODE_0001853	Italy/TE6580/2020	United Kingdom	Italy	2020.23087431694	0.04993941698648996	2.0	0.0002575328354365182	0.01639344262295082
NODE_0001863	NODE_0001864	United Kingdom	Turkey	2020.214480874317	0.00847430950125272	36.0	0.004635591037857327	0.03571428571428571
Argentina/PAIS_A016/2020_travel_history	Argentina/PAIS_A016/2020	France	Argentina	2020.2554644808743	0.0	1.0	0.0001287664177182591	0.05
NODE_0002047	NODE_0001890	Belgium	Netherlands	2020.1649974130246	0.009454188277004505	6.0	0.0007725985063095545	0.012987012987012988
NODE_0001893	NODE_0001895	United Kingdom	Belgium	2020.1880925523315	0.0083976434041233	18.0	0.0023177955189286636	0.0045871559633027525
NODE_0001897	NODE_0001899	United Kingdom	Egypt	2020.1886372203153	0.011074328072027129	6.0	0.0007725985063095545	0.1
NODE_0001906	NODE_0001908	United Kingdom	Sweden	2020.1882667301325	0.008683398095627126	12.0	0.001545197012619109	0.017241379310344827
Japan/P4-1/2020_travel_history	Japan/P4-1/2020	Egypt	Japan	2020.1953551912568	0.0	1.0	0.0001287664177182591	0.02857142857142857
NODE_0001931	Sweden/20-08148/2020	Egypt	Sweden	2020.1953551912568	0.004699464257555519	2.0	0.0002575328354365182	0.017241379310344827
NODE_0001934	NODE_0001935	Italy	France	2020.1568587933364	0.018981717137648957	22.0	0.0028328611898017	0.017241379310344827
NODE_0001935	NODE_0001937	Russia	Italy	2020.188990525109	0.015718299493300947	6.0	0.0007725985063095545	0.01639344262295082
NODE_0001938	NODE_0001943	Italy	Greece	2020.2131973714472	0.008601082279483308	14.0	0.0018027298480556271	0.2857142857142857
Japan/P4-3/2020_travel_history	Japan/P4-3/2020	Egypt	Japan	2020.198087431694	0.0	1.0	0.0001287664177182591	0.02857142857142857
Japan/P4-2/2020_travel_history	Japan/P4-2/2020	Egypt	Japan	2020.198087431694	0.0	1.0	0.0001287664177182591	0.02857142857142857
Japan/P5-1/2020_travel_history	Japan/P5-1/2020	Egypt	Japan	2020.198087431694	0.0	1.0	0.0001287664177182591	0.02857142857142857
NODE_0001956	NODE_0001957	Russia	Switzerland	2020.205513241452	0.008537931953924272	32.0	0.004120525366984291	0.020833333333333332
NODE_0001959	Turkey/HSGM-8979/2020	United Kingdom	Turkey	2020.2254098360656	0.018903610846109586	2.0	0.0002575328354365182	0.03571428571428571
NODE_0001961	NODE_0001964	Russia	Saudi Arabia	2020.2304031379435	0.009509862218919807	24.0	0.003090394025238218	0.02702702702702703
NODE_0001967	Japan/P4-5/2020	Russia	Japan	2020.214480874317	0.006787948194414639	2.0	0.0002575328354365182	0.02857142857142857
NODE_0001971	Jordan/SR-054/2020	Russia	Jordan	2020.2472677595629	0.031431911469326224	2.0	0.0002575328354365182	0.07692307692307693
NODE_0001979	Switzerland/1000477796/2020_travel_history	United Kingdom	Italy	2020.165300546448	0.0	3.0	0.00038629925315477725	0.01639344262295082
Switzerland/1000477796/2020_travel_history	Switzerland/1000477796/2020	Italy	Switzerland	2020.165300546448	0.0	1.0	0.0001287664177182591	0.020833333333333332
NODE_0002216	NODE_0001990	Belgium	Australia	2020.233606557377	0.012626566264088979	5.0	0.0006438320885912954	0.02127659574468085
NODE_0001999	Thailand/Bangkok-0033/2020	Russia	Thailand	2020.2117486338798	0.022182323587912833	2.0	0.0002575328354365182	0.034482758620689655
NODE_0002012	NODE_0002013	Belgium	United Kingdom	2020.2088341478914	0.008749553478992311	6.0	0.0007725985063095545	0.011235955056179775
NODE_0002008	NODE_0002015	United Kingdom	France	2020.2281420765028	0.007736880503671273	66.0	0.0084985835694051	0.017241379310344827
NODE_0002017	Jordan/SR-041/2020	Spain	Jordan	2020.2117486338798	0.012246728333366264	2.0	0.0002575328354365182	0.07692307692307693
NODE_0002016	NODE_0002018	United Kingdom	Greece	2020.1880577346992	0.02148601974772646	6.0	0.0007725985063095545	0.14285714285714285
NODE_0002027	Russia/Ulan-Ude-RII4560S/2020	United Kingdom	Russia	2020.233606557377	0.0026231162582917023	2.0	0.0002575328354365182	0.013157894736842105
NODE_0002035	Belgium/ML-0324164/2020	Italy	Belgium	2020.23087431694	0.006343326378555503	2.0	0.0002575328354365182	0.009174311926605505
NODE_0002036	Belgium/NMA-0324169/2020	Greece	Belgium	2020.23087431694	0.006343326378555503	2.0	0.0002575328354365182	0.0045871559633027525
NODE_0001974	NODE_0002048	United Kingdom	Russia	2020.2054876630316	0.008601056267707463	380.0	0.04893123873293845	0.3026315789473684
NODE_0002049	NODE_0002050	Belgium	France	2020.2253272537434	0.01660933382663643	51.0	0.006567087303631213	0.017241379310344827
NODE_0002051	NODE_0002053	United Kingdom	Russia	2020.1968317874719	0.007550946362016475	7.0	0.0009013649240278136	0.02631578947368421
NODE_0002054	NODE_0002056	Russia	Italy	2020.213704377489	0.01692445949493049	8.0	0.0010301313417460727	0.01639344262295082
NODE_0002079	NODE_0002081	France	Netherlands	2020.2254098360656	0.0028283083408950915	6.0	0.0007725985063095545	0.025974025974025976
NODE_0002081	Netherlands/NoordBrabant_39/2020	Belgium	Netherlands	2020.1762295081967	0.0	2.0	0.0002575328354365182	0.012987012987012988
NODE_0002104	CzechRepublic/Seq6/2020	Italy	Czech Republic	2020.2117486338798	0.00819672131160587	2.0	0.0002575328354365182	0.07692307692307693
NODE_0002105	Russia/Sverdlovsk-86704/2020	United Kingdom	Russia	2020.2472677595629	0.057511434451498644	44.0	0.0056657223796034	0.039473684210526314
NODE_0002119	NODE_0002123	USA	Switzerland	2020.1952518958517	0.0030008411158632953	16.0	0.0020602626834921455	0.020833333333333332
NODE_0002125	NODE_0002126	Switzerland	United Kingdom	2020.2114480118119	0.0012021025700050814	10.0	0.0012876641771825909	0.016853932584269662
NODE_0002129	NODE_0002130	Switzerland	United Kingdom	2020.2161958933536	0.0023106748872123717	6.0	0.0007725985063095545	0.011235955056179775
NODE_0002143	Japan/P4-4/2020_travel_history	Chile	Egypt	2020.2117486338798	0.0027322404371261655	3.0	0.00038629925315477725	0.1
Japan/P4-4/2020_travel_history	Japan/P4-4/2020	Egypt	Japan	2020.2117486338798	0.0	1.0	0.0001287664177182591	0.02857142857142857
Kuwait/KU008/2020_travel_history	Kuwait/KU008/2020	United Kingdom	Kuwait	2020.2090163934427	0.0	1.0	0.0001287664177182591	0.16666666666666666
NODE_0002151	Taiwan/TSGH-03/2020	Chile	Taiwan	2020.2117486338798	0.0027322404371261655	2.0	0.0002575328354365182	0.05555555555555555
NODE_0002158	Russia/Sakha-89702/2020	United Kingdom	Russia	2020.2527322404371	0.04502270509374284	2.0	0.0002575328354365182	0.013157894736842105
NODE_0002173	Belgium/ULG-9742/2020	Hungary	Belgium	2020.2254098360656	0.0009219366615980107	2.0	0.0002575328354365182	0.0045871559633027525
NODE_0002185	NODE_0002186	Belgium	Italy	2020.1566458445532	0.007464335300710445	31.0	0.003991758949266031	0.01639344262295082
NODE_0002189	India/GMC-TC469/2020_travel_history	Russia	United Kingdom	2020.2199453551912	0.004217165613226825	3.0	0.00038629925315477725	0.0056179775280898875
India/GMC-TC469/2020_travel_history	India/GMC-TC469/2020	United Kingdom	India	2020.2199453551912	0.0	1.0	0.0001287664177182591	0.011111111111111112
Belgium/BM-03012/2020_travel_history	Belgium/BM-03012/2020	Italy	Belgium	2020.1680327868853	0.0	1.0	0.0001287664177182591	0.0045871559633027525
NODE_0002687	Belgium/JLJ-0320101/2020	United Kingdom	Belgium	2020.2199453551912	0.04456933676669905	8.0	0.0010301313417460727	0.009174311926605505
NODE_0002210	NODE_0002917	Belgium	Canada	2020.227229158913	0.008666127955393677	24.0	0.003090394025238218	0.02127659574468085
NODE_0002790	NODE_0002793	Belgium	United Kingdom	2020.1793436849891	0.01815096960149276	12.0	0.001545197012619109	0.0056179775280898875
NODE_0002811	NODE_0002812	Belgium	Turkey	2020.1929339235362	0.03272301360630081	4.0	0.0005150656708730364	0.03571428571428571
NODE_0002226	NODE_0002232	Spain	Iceland	2020.181118197982	0.0056140912031423795	1069.0	0.13765130054081895	0.14285714285714285
NODE_0002232	NODE_0002233	Spain	Russia	2020.205050754708	0.004392186164068335	1061.0	0.13662116919907288	0.10526315789473684
NODE_0001550	NODE_0001565	USA	Israel	2020.1564249694761	0.01399539936187466	39.0	0.005021890291012104	0.022727272727272728
NODE_0001550	NODE_0002244	Spain	Turkey	2020.197656264167	0.018637920205037517	39.0	0.005021890291012104	0.03571428571428571
NODE_0002233	NODE_0002251	Belgium	Norway	2020.1530792694905	0.009309587446750811	1059.0	0.13636363636363635	0.3157894736842105
NODE_0003030	Russia/Tver-72601/2020	USA	Russia	2020.217213114754	0.021042670585529777	2.0	0.0002575328354365182	0.013157894736842105
NODE_0002269	NODE_0002270	Spain	United Kingdom	2020.2389623903468	0.007865513527349322	8.0	0.0010301313417460727	0.0056179775280898875
NODE_0002269	NODE_0002718	Netherlands	Austria	2020.2067762671381	0.025691935565646418	8.0	0.0010301313417460727	0.023255813953488372
NODE_0002275	NODE_0003049	USA	Belgium	2020.1734056471316	0.04543649109200487	4.0	0.0005150656708730364	0.0045871559633027525
NODE_0002286	NODE_0002287	Italy	Germany	2020.1733675951014	0.00544787831472604	12.0	0.001545197012619109	0.02564102564102564
NODE_0002288	NODE_0002290	Canada	USA	2020.2114392657104	0.01828426326733279	8.0	0.0010301313417460727	0.0019646365422396855
NODE_0002290	NODE_0002291	USA	Italy	2020.1699204113459	0.03389904988443959	4.0	0.0005150656708730364	0.01639344262295082
NODE_0002284	NODE_0002293	Spain	United Kingdom	2020.2360318275755	0.008111591353099357	56.0	0.0072109193922225085	0.0056179775280898875
NODE_0002293	NODE_0002294	Italy	Germany	2020.1777656256907	0.013832503804906082	40.0	0.0051506567087303634	0.1794871794871795
NODE_0002306	Brazil/RJ0116/2020	India	Brazil	2020.217213114754	0.03561157916328739	2.0	0.0002575328354365182	0.027777777777777776
NODE_0002826	NODE_0002647	USA	Germany	2020.21122336745	0.00723488810285744	12.0	0.001545197012619109	0.05128205128205128
NODE_0002326	NODE_0002666	Belgium	United Kingdom	2020.1868734258555	0.03278688524596873	4.0	0.0005150656708730364	0.0056179775280898875
Wales/PHW1/2020_travel_history	Wales/PHW1/2020	Italy	United Kingdom	2020.1598360655737	0.0	1.0	0.0001287664177182591	0.0056179775280898875
Brazil/SPBR-01/2020_travel_history	Brazil/SPBR-01/2020	Italy	Brazil	2020.1543715846994	0.0	1.0	0.0001287664177182591	0.027777777777777776
NODE_0002364	Taiwan/NTU19/2020_travel_history	Taiwan	Czech Republic	2020.217213114754	0.0033711149922055483	3.0	0.00038629925315477725	0.07692307692307693
